date,machine_id,production_line,shift,units_produced,defect_count,good_units,downtime_hours,maintenance_cost,oee_score,availability,performance,quality
2024-03-21,Machine_03,Line_B,Night,85,0,85,0.79,79.03,81.31,96.72,85.0,98.9
2024-03-21,Machine_04,Line_A,Night,98,3,95,0.45,118.25,93.02,98.14,98.0,96.72
2024-03-21,Machine_05,Line_B,Night,87,1,86,0.0,0.28,85.92,100.0,87.0,98.76
2024-03-21,Machine_06,Line_C,Morning,110,1,109,0.77,208.45,105.17,96.81,110.0,98.76
2024-03-21,Machine_07,Line_C,Morning,114,1,113,0.2,31.03,111.16,99.16,114.0,98.34
2024-03-21,Machine_08,Line_B,Night,101,2,99,0.17,28.37,97.61,99.3,101.0,97.33
2024-03-21,Machine_09,Line_B,Night,89,3,86,0.23,55.09,84.73,99.05,89.0,96.12
2024-03-21,Machine_10,Line_D,Night,107,1,106,0.01,1.83,105.39,99.95,107.0,98.54
2024-03-22,Machine_01,Line_D,Night,80,0,80,1.06,308.74,75.65,95.58,80.0,98.94
2024-03-22,Machine_02,Line_A,Evening,114,5,109,0.29,75.68,107.24,98.78,114.0,95.24
2024-03-22,Machine_03,Line_C,Night,84,2,82,0.54,145.94,79.39,97.76,84.0,96.68
2024-03-22,Machine_04,Line_C,Morning,116,4,112,0.35,97.77,110.07,98.53,116.0,96.31
2024-03-22,Machine_05,Line_B,Night,92,2,90,0.08,20.84,89.01,99.65,92.0,97.09
2024-03-22,Machine_06,Line_A,Morning,85,4,81,0.33,88.13,79.74,98.61,85.0,95.13
2024-03-22,Machine_07,Line_C,Evening,109,5,104,0.14,38.28,103.37,99.4,109.0,95.41
2024-03-22,Machine_08,Line_C,Morning,112,3,109,0.97,271.98,104.25,95.94,112.0,97.02
2024-03-22,Machine_09,Line_C,Night,98,4,94,0.13,28.07,93.32,99.47,98.0,95.73
2024-03-22,Machine_10,Line_C,Morning,83,2,81,0.86,219.09,77.76,96.4,83.0,97.18
2024-03-23,Machine_01,Line_A,Morning,99,1,98,0.57,86.9,95.3,97.64,99.0,98.6
2024-03-23,Machine_02,Line_D,Morning,89,4,85,0.36,45.03,83.5,98.51,89.0,95.24
2024-03-23,Machine_03,Line_C,Night,82,4,78,0.42,94.4,76.56,98.25,82.0,95.03
2024-03-23,Machine_04,Line_A,Night,99,4,95,0.44,50.2,92.48,98.15,99.0,95.17
2024-03-23,Machine_05,Line_A,Morning,83,2,81,1.94,333.27,74.43,91.93,83.0,97.54
2024-03-23,Machine_06,Line_B,Morning,104,2,102,1.7,198.43,94.18,92.93,104.0,97.45
2024-03-23,Machine_07,Line_B,Morning,99,4,95,2.4,407.21,85.18,90.0,99.0,95.6
2024-03-23,Machine_08,Line_D,Night,112,2,110,0.37,73.7,107.76,98.45,112.0,97.73
2024-03-23,Machine_09,Line_D,Evening,82,1,81,0.04,10.48,79.88,99.84,82.0,97.58
2024-03-23,Machine_10,Line_C,Evening,100,4,96,0.2,57.76,94.79,99.16,100.0,95.59
2024-03-24,Machine_01,Line_B,Evening,101,3,98,0.21,51.03,96.44,99.13,101.0,96.32
2024-03-24,Machine_02,Line_D,Evening,88,2,86,0.39,70.41,84.46,98.38,88.0,97.56
2024-03-24,Machine_03,Line_C,Morning,108,3,105,0.83,247.8,100.59,96.53,108.0,96.49
2024-03-24,Machine_04,Line_B,Morning,83,1,82,1.03,286.4,77.77,95.73,83.0,97.88
2024-03-24,Machine_05,Line_D,Morning,95,2,93,0.51,138.38,90.56,97.88,95.0,97.4
2024-03-24,Machine_06,Line_A,Night,118,2,116,0.48,65.33,113.17,98.01,118.0,97.85
2024-03-24,Machine_07,Line_B,Evening,90,2,88,0.68,81.2,85.16,97.18,90.0,97.37
2024-03-24,Machine_08,Line_A,Morning,107,3,104,1.46,259.68,97.51,93.91,107.0,97.04
2024-03-24,Machine_09,Line_C,Morning,86,1,85,1.15,119.61,80.39,95.22,86.0,98.16
2024-03-24,Machine_10,Line_B,Night,85,1,84,0.1,25.05,83.36,99.6,85.0,98.47
2024-03-25,Machine_01,Line_D,Night,95,3,92,1.41,302.96,86.06,94.11,95.0,96.25
2024-03-25,Machine_02,Line_B,Evening,119,5,114,1.27,217.69,107.23,94.72,119.0,95.13
2024-03-25,Machine_03,Line_D,Night,120,1,119,0.26,59.87,117.22,98.92,120.0,98.75
2024-03-25,Machine_04,Line_C,Morning,109,1,108,0.35,95.03,105.47,98.53,109.0,98.2
2024-03-25,Machine_05,Line_C,Evening,119,2,117,0.41,89.63,114.6,98.28,119.0,97.99
2024-03-25,Machine_06,Line_B,Evening,109,2,107,0.52,79.78,104.23,97.83,109.0,97.75
2024-03-25,Machine_07,Line_A,Night,96,3,93,0.56,137.02,90.41,97.66,96.0,96.43
2024-03-25,Machine_08,Line_C,Night,90,2,88,0.3,76.69,86.2,98.75,90.0,97.0
2024-03-25,Machine_09,Line_D,Evening,116,2,114,0.36,69.87,112.16,98.49,116.0,98.17
2024-03-25,Machine_10,Line_D,Night,106,3,103,0.54,161.74,100.47,97.75,106.0,96.96
2024-03-26,Machine_01,Line_B,Morning,109,3,106,1.22,295.34,100.37,94.91,109.0,97.02
2024-03-26,Machine_02,Line_D,Morning,88,3,85,0.04,4.96,83.94,99.84,88.0,95.54
2024-03-26,Machine_03,Line_B,Evening,118,2,116,0.95,231.18,110.55,96.03,118.0,97.55
2024-03-26,Machine_04,Line_B,Morning,80,3,77,0.82,211.51,73.78,96.57,80.0,95.51
2024-03-26,Machine_05,Line_D,Evening,113,3,110,2.59,437.13,97.56,89.19,113.0,96.8
2024-03-26,Machine_06,Line_C,Morning,95,3,92,0.52,62.56,89.5,97.83,95.0,96.3
2024-03-26,Machine_07,Line_D,Night,87,2,85,0.56,147.68,82.44,97.66,87.0,97.03
2024-03-26,Machine_08,Line_B,Evening,82,3,79,1.33,250.61,73.83,94.46,82.0,95.31
2024-03-26,Machine_09,Line_D,Night,85,3,82,0.12,34.36,80.96,99.5,85.0,95.73
2024-03-26,Machine_10,Line_C,Night,84,3,81,0.55,126.68,79.15,97.73,84.0,96.42
2024-03-27,Machine_01,Line_A,Morning,116,4,112,0.02,1.87,111.12,99.93,116.0,95.86
2024-03-27,Machine_02,Line_C,Evening,104,4,100,0.55,116.12,97.06,97.72,104.0,95.5
2024-03-27,Machine_03,Line_C,Evening,83,2,81,0.36,95.23,79.5,98.48,83.0,97.25
2024-03-27,Machine_04,Line_C,Evening,106,4,102,0.45,96.64,99.92,98.13,106.0,96.06
2024-03-27,Machine_05,Line_D,Night,93,2,91,0.51,125.15,88.44,97.87,93.0,97.17
2024-03-27,Machine_06,Line_B,Night,97,1,96,0.9,157.79,92.28,96.25,97.0,98.84
2024-03-27,Machine_07,Line_D,Evening,80,2,78,1.2,192.6,73.83,95.0,80.0,97.15
2024-03-27,Machine_08,Line_C,Evening,105,1,104,0.55,136.61,100.68,97.7,105.0,98.14
2024-03-27,Machine_09,Line_B,Morning,90,0,90,0.15,24.95,88.5,99.37,90.0,98.95
2024-03-27,Machine_10,Line_C,Night,119,4,115,0.01,2.0,114.27,99.95,119.0,96.08
2024-03-28,Machine_01,Line_A,Night,102,1,101,0.14,40.57,100.09,99.42,102.0,98.7
2024-03-28,Machine_02,Line_A,Evening,113,2,111,0.14,37.4,109.54,99.43,113.0,97.49
2024-03-28,Machine_03,Line_B,Morning,108,2,106,0.05,10.67,105.02,99.81,108.0,97.43
2024-03-28,Machine_04,Line_D,Evening,119,4,115,0.27,43.31,113.21,98.89,119.0,96.2
2024-03-28,Machine_05,Line_B,Morning,99,3,96,1.32,150.17,90.14,94.52,99.0,96.34
2024-03-28,Machine_06,Line_C,Morning,100,2,98,1.0,253.02,93.72,95.84,100.0,97.79
2024-03-28,Machine_07,Line_C,Evening,106,1,105,1.16,141.95,99.04,95.15,106.0,98.2
2024-03-28,Machine_08,Line_C,Evening,96,4,92,0.2,27.21,90.85,99.15,96.0,95.45
2024-03-28,Machine_09,Line_C,Morning,112,5,107,0.08,18.18,106.16,99.69,112.0,95.08
2024-03-28,Machine_10,Line_D,Evening,117,3,114,0.3,37.01,112.52,98.77,117.0,97.37
2024-03-29,Machine_01,Line_B,Morning,101,1,100,0.29,48.13,98.72,98.8,101.0,98.93
2024-03-29,Machine_02,Line_D,Morning,117,4,113,0.63,92.86,109.34,97.39,117.0,95.96
2024-03-29,Machine_03,Line_C,Evening,118,4,114,0.4,119.47,111.92,98.32,118.0,96.47
2024-03-29,Machine_04,Line_C,Morning,109,2,107,0.0,1.04,106.34,99.98,109.0,97.58
2024-03-29,Machine_05,Line_D,Evening,80,3,77,0.08,12.17,75.8,99.68,80.0,95.06
2024-03-29,Machine_06,Line_B,Evening,112,3,109,1.73,261.15,100.87,92.79,112.0,97.05
2024-03-29,Machine_07,Line_B,Evening,120,2,118,0.45,107.57,114.83,98.12,120.0,97.53
2024-03-29,Machine_08,Line_B,Night,106,2,104,0.46,128.27,101.77,98.09,106.0,97.88
2024-03-29,Machine_09,Line_B,Evening,94,3,91,0.15,39.84,89.58,99.37,94.0,95.89
2024-03-29,Machine_10,Line_A,Night,90,1,89,0.09,18.87,88.46,99.64,90.0,98.64
2024-03-30,Machine_01,Line_B,Night,93,4,89,0.85,235.9,85.65,96.46,93.0,95.48
2024-03-30,Machine_02,Line_C,Morning,106,3,103,0.67,137.5,100.1,97.2,106.0,97.16
2024-03-30,Machine_03,Line_D,Night,90,2,88,0.04,5.19,87.69,99.85,90.0,97.57
2024-03-30,Machine_04,Line_A,Night,80,1,79,1.26,235.97,74.21,94.75,80.0,97.9
2024-03-30,Machine_05,Line_D,Evening,100,1,99,0.36,82.94,97.4,98.5,100.0,98.88
2024-03-30,Machine_06,Line_B,Evening,102,2,100,1.21,335.44,94.33,94.95,102.0,97.4
2024-03-30,Machine_07,Line_A,Evening,118,4,114,0.14,28.32,113.02,99.42,118.0,96.33
2024-03-30,Machine_08,Line_D,Evening,96,4,92,0.06,8.04,91.32,99.74,96.0,95.37
2024-03-30,Machine_09,Line_B,Morning,98,4,94,0.54,97.91,91.3,97.74,98.0,95.32
2024-03-30,Machine_10,Line_B,Night,82,3,79,0.66,158.17,76.35,97.23,82.0,95.76
2024-03-31,Machine_01,Line_B,Morning,90,3,87,0.1,20.53,86.23,99.58,90.0,96.22
2024-03-31,Machine_02,Line_D,Night,108,1,107,0.42,94.25,105.02,98.26,108.0,98.96
2024-03-31,Machine_03,Line_B,Morning,116,5,111,0.05,7.65,110.64,99.78,116.0,95.59
2024-03-31,Machine_04,Line_D,Evening,109,2,107,2.93,500.83,93.77,87.8,109.0,97.98
2024-03-31,Machine_05,Line_C,Morning,88,3,85,0.57,154.39,82.15,97.62,88.0,95.63
2024-03-31,Machine_06,Line_C,Night,85,3,82,0.22,45.15,81.2,99.07,85.0,96.42
2024-03-31,Machine_07,Line_D,Night,83,2,81,0.15,29.21,80.12,99.37,83.0,97.14
2024-03-31,Machine_08,Line_A,Night,84,2,82,0.2,23.2,80.63,99.18,84.0,96.79
2024-03-31,Machine_09,Line_C,Night,92,4,88,1.44,173.61,82.58,94.0,92.0,95.5
2024-03-31,Machine_10,Line_A,Evening,92,1,91,0.44,106.38,88.61,98.15,92.0,98.12
2024-04-01,Machine_01,Line_A,Morning,114,1,113,0.71,158.82,109.22,97.03,114.0,98.74
2024-04-01,Machine_02,Line_C,Night,80,3,77,0.63,110.93,74.15,97.36,80.0,95.2
2024-04-01,Machine_03,Line_C,Evening,110,5,105,0.56,84.62,102.32,97.67,110.0,95.24
2024-04-01,Machine_04,Line_A,Night,120,3,117,0.28,66.09,115.34,98.83,120.0,97.26
2024-04-01,Machine_05,Line_D,Evening,110,2,108,0.74,121.75,104.62,96.91,110.0,98.14
2024-04-01,Machine_06,Line_B,Evening,86,4,82,0.5,148.7,80.09,97.92,86.0,95.11
2024-04-01,Machine_07,Line_A,Evening,95,1,94,0.09,26.28,93.08,99.61,95.0,98.37
2024-04-01,Machine_08,Line_B,Morning,89,3,86,0.73,145.88,82.67,96.96,89.0,95.8
2024-04-01,Machine_09,Line_A,Night,83,1,82,0.73,157.41,79.15,96.97,83.0,98.35
2024-04-01,Machine_10,Line_A,Night,80,3,77,0.43,126.36,74.7,98.21,80.0,95.07
2024-04-02,Machine_01,Line_C,Morning,111,1,110,0.49,120.93,107.5,97.95,111.0,98.87
2024-04-02,Machine_02,Line_C,Evening,85,2,83,0.03,7.87,82.13,99.86,85.0,96.76
2024-04-02,Machine_03,Line_D,Evening,114,4,110,0.19,30.12,108.37,99.23,114.0,95.8
2024-04-02,Machine_04,Line_C,Night,95,1,94,0.44,55.43,92.09,98.17,95.0,98.74
2024-04-02,Machine_05,Line_B,Evening,120,3,117,0.19,41.18,115.62,99.19,120.0,97.13
2024-04-02,Machine_06,Line_A,Morning,117,3,114,0.01,2.42,113.67,99.96,117.0,97.2
2024-04-02,Machine_07,Line_D,Morning,109,3,106,0.07,16.66,105.42,99.72,109.0,96.98
2024-04-02,Machine_08,Line_D,Morning,94,1,93,0.71,168.93,89.56,97.03,94.0,98.2
2024-04-02,Machine_09,Line_B,Morning,106,4,102,1.67,360.44,94.81,93.03,106.0,96.14
2024-04-02,Machine_10,Line_A,Evening,103,4,99,0.54,86.9,96.18,97.77,103.0,95.51
2024-04-03,Machine_01,Line_A,Evening,100,2,98,0.33,73.1,95.77,98.64,100.0,97.09
2024-04-03,Machine_02,Line_D,Evening,95,2,93,1.04,124.27,88.93,95.69,95.0,97.83
2024-04-03,Machine_03,Line_B,Morning,116,4,112,0.04,9.05,111.49,99.82,116.0,96.28
2024-04-03,Machine_04,Line_B,Morning,90,2,88,0.05,7.15,87.49,99.78,90.0,97.43
2024-04-03,Machine_05,Line_B,Morning,83,2,81,0.05,12.04,80.48,99.81,83.0,97.15
2024-04-03,Machine_06,Line_D,Night,112,1,111,0.07,7.24,109.76,99.72,112.0,98.27
2024-04-03,Machine_07,Line_A,Morning,104,4,100,0.03,6.87,99.16,99.89,104.0,95.44
2024-04-03,Machine_08,Line_B,Night,103,1,102,0.22,30.55,100.33,99.07,103.0,98.32
2024-04-03,Machine_09,Line_C,Morning,84,2,82,0.64,101.67,79.59,97.35,84.0,97.32
2024-04-03,Machine_10,Line_A,Evening,105,3,102,0.07,10.35,101.47,99.73,105.0,96.91
2024-04-04,Machine_01,Line_C,Evening,84,3,81,0.79,157.79,77.8,96.71,84.0,95.77
2024-04-04,Machine_02,Line_B,Morning,97,2,95,0.0,0.91,94.21,99.98,97.0,97.14
2024-04-04,Machine_03,Line_A,Evening,83,1,82,0.56,103.87,79.64,97.67,83.0,98.24
2024-04-04,Machine_04,Line_C,Morning,84,2,82,0.18,40.15,81.15,99.25,84.0,97.34
2024-04-04,Machine_05,Line_C,Morning,84,2,82,0.21,34.24,81.17,99.11,84.0,97.49
2024-04-04,Machine_06,Line_D,Evening,110,3,107,0.31,37.0,105.05,98.71,110.0,96.75
2024-04-04,Machine_07,Line_A,Morning,116,1,115,0.49,87.68,111.98,97.97,116.0,98.54
2024-04-04,Machine_08,Line_A,Morning,94,3,91,0.25,49.75,89.28,98.94,94.0,95.99
2024-04-04,Machine_09,Line_A,Evening,98,4,94,1.71,472.5,87.24,92.87,98.0,95.86
2024-04-04,Machine_10,Line_A,Evening,92,3,89,0.21,55.83,87.65,99.1,92.0,96.13
2024-04-05,Machine_01,Line_B,Night,89,1,88,0.01,1.3,87.18,99.98,89.0,97.98
2024-04-05,Machine_02,Line_C,Morning,109,4,105,0.1,22.24,103.8,99.6,109.0,95.61
2024-04-05,Machine_03,Line_D,Evening,109,2,107,0.53,84.18,104.54,97.79,109.0,98.07
2024-04-05,Machine_04,Line_B,Evening,83,2,81,0.01,1.64,80.08,99.95,83.0,96.53
2024-04-05,Machine_05,Line_A,Night,90,2,88,0.2,52.81,86.64,99.18,90.0,97.06
2024-04-05,Machine_06,Line_A,Evening,96,4,92,1.09,121.77,87.06,95.46,96.0,95.0
2024-04-05,Machine_07,Line_D,Night,102,2,100,0.04,6.37,99.8,99.82,102.0,98.02
2024-04-05,Machine_08,Line_A,Evening,99,1,98,0.03,10.02,97.79,99.86,99.0,98.92
2024-04-05,Machine_09,Line_D,Night,86,2,84,1.75,520.41,76.98,92.69,86.0,96.58
2024-04-05,Machine_10,Line_C,Night,92,1,91,0.08,18.71,89.71,99.66,92.0,97.84
2024-04-06,Machine_01,Line_D,Night,88,1,87,0.03,5.74,86.19,99.87,88.0,98.08
2024-04-06,Machine_02,Line_C,Morning,102,1,101,1.25,141.98,94.81,94.79,102.0,98.05
2024-04-06,Machine_03,Line_D,Morning,107,1,106,0.18,19.51,105.06,99.26,107.0,98.92
2024-04-06,Machine_04,Line_B,Evening,88,1,87,0.21,57.81,85.54,99.12,88.0,98.07
2024-04-06,Machine_05,Line_C,Evening,95,1,94,0.19,36.36,92.33,99.21,95.0,97.96
2024-04-06,Machine_06,Line_D,Morning,91,4,87,0.21,57.06,85.75,99.11,91.0,95.08
2024-04-06,Machine_07,Line_D,Night,95,3,92,0.19,35.23,91.03,99.22,95.0,96.58
2024-04-06,Machine_08,Line_A,Morning,116,3,113,0.09,12.12,111.81,99.61,116.0,96.76
2024-04-06,Machine_09,Line_D,Morning,111,2,109,0.65,88.98,105.27,97.27,111.0,97.5
2024-04-06,Machine_10,Line_D,Morning,117,3,114,0.05,7.39,112.85,99.8,117.0,96.64
2024-04-07,Machine_01,Line_B,Morning,100,4,96,0.17,22.68,94.32,99.28,100.0,95.0
2024-04-07,Machine_02,Line_B,Morning,99,2,97,1.47,228.66,90.35,93.89,99.0,97.2
2024-04-07,Machine_03,Line_C,Morning,96,1,95,0.37,56.57,93.43,98.44,96.0,98.86
2024-04-07,Machine_04,Line_B,Evening,120,1,119,2.49,375.5,106.29,89.63,120.0,98.83
2024-04-07,Machine_05,Line_A,Evening,105,1,104,0.15,43.39,103.25,99.36,105.0,98.97
2024-04-07,Machine_06,Line_C,Evening,113,4,109,0.18,53.59,107.46,99.23,113.0,95.84
2024-04-07,Machine_07,Line_B,Evening,86,3,83,0.85,87.4,79.42,96.46,86.0,95.74
2024-04-07,Machine_08,Line_B,Night,113,3,110,0.41,77.68,107.94,98.31,113.0,97.16
2024-04-07,Machine_09,Line_D,Morning,91,1,90,0.71,116.49,87.23,97.03,91.0,98.8
2024-04-07,Machine_10,Line_B,Evening,112,3,109,0.38,89.64,106.83,98.43,112.0,96.91
2024-04-08,Machine_01,Line_A,Morning,109,1,108,1.12,221.01,102.08,95.32,109.0,98.25
2024-04-08,Machine_02,Line_D,Evening,117,4,113,0.1,10.19,112.03,99.59,117.0,96.15
2024-04-08,Machine_03,Line_B,Evening,83,3,80,0.41,103.22,77.85,98.29,83.0,95.43
2024-04-08,Machine_04,Line_A,Morning,102,4,98,0.39,69.67,96.34,98.36,102.0,96.02
2024-04-08,Machine_05,Line_B,Morning,89,3,86,0.12,31.02,85.12,99.5,89.0,96.13
2024-04-08,Machine_06,Line_A,Evening,111,1,110,0.09,25.06,108.95,99.62,111.0,98.52
2024-04-08,Machine_07,Line_C,Night,93,1,92,0.05,13.48,90.83,99.8,93.0,97.86
2024-04-08,Machine_08,Line_B,Evening,114,5,109,0.55,153.78,106.15,97.71,114.0,95.3
2024-04-08,Machine_09,Line_D,Morning,119,5,114,0.99,231.61,108.95,95.88,119.0,95.49
2024-04-08,Machine_10,Line_C,Evening,90,3,87,1.27,364.54,82.21,94.69,90.0,96.47
2024-04-09,Machine_01,Line_A,Evening,97,1,96,0.23,33.6,95.02,99.04,97.0,98.91
2024-04-09,Machine_02,Line_B,Night,112,3,109,0.43,67.85,106.25,98.21,112.0,96.6
2024-04-09,Machine_03,Line_A,Morning,91,1,90,0.95,167.12,86.43,96.06,91.0,98.88
2024-04-09,Machine_04,Line_D,Morning,84,3,81,0.64,176.46,78.37,97.35,84.0,95.84
2024-04-09,Machine_05,Line_C,Morning,94,4,90,0.44,127.63,88.33,98.18,94.0,95.71
2024-04-09,Machine_06,Line_B,Morning,82,1,81,0.06,14.65,80.79,99.76,82.0,98.76
2024-04-09,Machine_07,Line_A,Night,110,5,105,1.11,159.12,100.05,95.39,110.0,95.36
2024-04-09,Machine_08,Line_C,Evening,84,1,83,0.49,123.45,80.53,97.96,84.0,97.86
2024-04-09,Machine_09,Line_D,Night,88,4,84,0.04,10.9,83.71,99.83,88.0,95.29
2024-04-09,Machine_10,Line_B,Night,82,3,79,0.17,50.44,77.95,99.29,82.0,95.73
2024-04-10,Machine_01,Line_D,Night,101,2,99,1.35,278.02,92.97,94.38,101.0,97.54
2024-04-10,Machine_02,Line_C,Night,112,5,107,0.23,25.69,105.56,99.04,112.0,95.17
2024-04-10,Machine_03,Line_A,Evening,119,3,116,0.2,27.19,114.35,99.18,119.0,96.89
2024-04-10,Machine_04,Line_A,Morning,117,2,115,0.2,24.72,113.4,99.19,117.0,97.72
2024-04-10,Machine_05,Line_B,Night,105,4,101,0.01,0.89,100.84,99.98,105.0,96.06
2024-04-10,Machine_06,Line_D,Morning,106,3,103,0.31,60.37,101.09,98.69,106.0,96.63
2024-04-10,Machine_07,Line_D,Night,108,3,105,0.62,147.06,101.78,97.4,108.0,96.76
2024-04-10,Machine_08,Line_B,Evening,119,1,118,0.7,132.48,113.6,97.06,119.0,98.35
2024-04-10,Machine_09,Line_C,Night,85,1,84,0.29,77.73,82.34,98.78,85.0,98.06
2024-04-10,Machine_10,Line_B,Morning,107,5,102,0.76,115.61,98.76,96.84,107.0,95.32
2024-04-11,Machine_01,Line_A,Morning,114,1,113,0.04,6.42,111.99,99.83,114.0,98.4
2024-04-11,Machine_02,Line_C,Evening,115,4,111,0.03,3.84,109.9,99.86,115.0,95.71
2024-04-11,Machine_03,Line_B,Morning,116,3,113,0.56,127.63,109.51,97.66,116.0,96.68
2024-04-11,Machine_04,Line_A,Morning,104,2,102,0.61,132.65,98.45,97.44,104.0,97.15
2024-04-11,Machine_05,Line_A,Morning,110,2,108,0.24,52.48,106.48,99.02,110.0,97.76
2024-04-11,Machine_06,Line_B,Night,108,2,106,1.2,235.84,100.52,94.98,108.0,97.99
2024-04-11,Machine_07,Line_A,Evening,93,2,91,0.51,72.46,88.49,97.88,93.0,97.21
2024-04-11,Machine_08,Line_A,Evening,118,5,113,0.2,53.09,111.74,99.17,118.0,95.49
2024-04-11,Machine_09,Line_B,Morning,111,3,108,0.21,32.82,106.08,99.13,111.0,96.41
2024-04-11,Machine_10,Line_D,Evening,108,3,105,0.29,73.17,103.63,98.78,108.0,97.14
2024-04-12,Machine_01,Line_C,Night,81,0,81,0.55,61.97,78.22,97.69,81.0,98.86
2024-04-12,Machine_02,Line_D,Evening,100,4,96,0.18,33.29,95.06,99.26,100.0,95.77
2024-04-12,Machine_03,Line_C,Evening,83,3,80,0.63,154.36,77.56,97.38,83.0,95.96
2024-04-12,Machine_04,Line_C,Evening,86,1,85,0.01,1.59,84.79,99.97,86.0,98.62
2024-04-12,Machine_05,Line_C,Evening,93,3,90,0.4,88.82,88.33,98.32,93.0,96.6
2024-04-12,Machine_06,Line_D,Night,91,3,88,0.55,145.07,85.33,97.7,91.0,95.98
2024-04-12,Machine_07,Line_D,Evening,91,4,87,0.02,3.43,86.85,99.93,91.0,95.5
2024-04-12,Machine_08,Line_A,Evening,115,3,112,0.43,115.37,109.55,98.19,115.0,97.02
2024-04-12,Machine_09,Line_C,Night,91,2,89,1.23,316.18,83.82,94.9,91.0,97.07
2024-04-12,Machine_10,Line_C,Evening,103,4,99,1.34,310.33,93.0,94.42,103.0,95.63
2024-04-13,Machine_01,Line_C,Evening,117,4,113,0.73,147.33,109.11,96.95,117.0,96.19
2024-04-13,Machine_02,Line_C,Evening,114,5,109,0.54,121.4,105.95,97.75,114.0,95.08
2024-04-13,Machine_03,Line_C,Night,101,4,97,0.77,133.92,92.98,96.79,101.0,95.11
2024-04-13,Machine_04,Line_A,Morning,99,3,96,0.31,65.26,94.64,98.71,99.0,96.84
2024-04-13,Machine_05,Line_B,Evening,87,3,84,0.44,130.69,82.12,98.15,87.0,96.18
2024-04-13,Machine_06,Line_D,Night,87,2,85,1.14,316.04,80.2,95.23,87.0,96.8
2024-04-13,Machine_07,Line_B,Evening,96,3,93,0.21,23.17,91.71,99.11,96.0,96.39
2024-04-13,Machine_08,Line_B,Evening,107,4,103,0.75,102.02,99.25,96.87,107.0,95.75
2024-04-13,Machine_09,Line_D,Night,93,1,92,0.04,4.56,91.57,99.84,93.0,98.62
2024-04-13,Machine_10,Line_B,Evening,81,1,80,0.11,24.78,78.64,99.53,81.0,97.55
2024-04-14,Machine_01,Line_D,Morning,93,1,92,0.6,74.71,89.04,97.51,93.0,98.19
2024-04-14,Machine_02,Line_C,Morning,106,1,105,0.38,99.92,102.98,98.44,106.0,98.7
2024-04-14,Machine_03,Line_B,Night,105,1,104,0.26,26.69,102.16,98.92,105.0,98.36
2024-04-14,Machine_04,Line_C,Morning,97,2,95,0.14,31.3,93.99,99.41,97.0,97.47
2024-04-14,Machine_05,Line_D,Evening,91,2,89,0.23,59.01,87.69,99.04,91.0,97.3
2024-04-14,Machine_06,Line_C,Night,90,3,87,0.35,83.81,85.36,98.55,90.0,96.23
2024-04-14,Machine_07,Line_D,Night,88,3,85,0.2,36.31,83.77,99.15,88.0,96.01
2024-04-14,Machine_08,Line_D,Night,106,4,102,0.91,271.95,98.01,96.2,106.0,96.12
2024-04-14,Machine_09,Line_B,Evening,89,3,86,0.05,9.39,85.08,99.81,89.0,95.77
2024-04-14,Machine_10,Line_A,Evening,107,5,102,1.91,314.38,93.79,92.03,107.0,95.24
2024-04-15,Machine_01,Line_D,Night,92,3,89,0.33,89.35,87.03,98.63,92.0,95.91
2024-04-15,Machine_02,Line_C,Morning,95,1,94,0.37,95.9,91.81,98.44,95.0,98.18
2024-04-15,Machine_03,Line_B,Night,111,3,108,0.77,158.65,103.72,96.8,111.0,96.54
2024-04-15,Machine_04,Line_D,Evening,117,3,114,0.55,74.22,110.52,97.69,117.0,96.7
2024-04-15,Machine_05,Line_B,Evening,99,1,98,0.4,57.63,96.3,98.34,99.0,98.91
2024-04-15,Machine_06,Line_D,Night,114,5,109,0.16,27.27,108.26,99.35,114.0,95.59
2024-04-15,Machine_07,Line_C,Night,98,2,96,0.46,64.3,94.15,98.09,98.0,97.95
2024-04-15,Machine_08,Line_C,Morning,113,1,112,3.28,827.82,96.55,86.32,113.0,98.98
2024-04-15,Machine_09,Line_A,Morning,117,2,115,0.05,8.67,114.23,99.8,117.0,97.83
2024-04-15,Machine_10,Line_B,Morning,106,3,103,0.42,84.88,101.15,98.24,106.0,97.13
2024-04-16,Machine_01,Line_A,Night,83,4,79,0.32,37.81,77.84,98.65,83.0,95.06
2024-04-16,Machine_02,Line_B,Night,113,2,111,0.58,69.45,108.26,97.58,113.0,98.19
2024-04-16,Machine_03,Line_C,Morning,82,3,79,0.98,243.3,75.64,95.93,82.0,96.17
2024-04-16,Machine_04,Line_B,Evening,85,2,83,1.68,169.94,76.58,92.98,85.0,96.9
2024-04-16,Machine_05,Line_A,Morning,101,3,98,0.59,95.34,94.96,97.54,101.0,96.4
2024-04-16,Machine_06,Line_A,Night,108,1,107,0.02,4.72,106.03,99.91,108.0,98.27
2024-04-16,Machine_07,Line_D,Morning,116,5,111,0.17,48.44,109.49,99.28,116.0,95.07
2024-04-16,Machine_08,Line_B,Evening,111,3,108,0.04,10.1,107.48,99.83,111.0,96.99
2024-04-16,Machine_09,Line_A,Evening,90,1,89,0.77,223.21,86.01,96.79,90.0,98.73
2024-04-16,Machine_10,Line_A,Morning,82,0,82,0.1,19.12,80.76,99.59,82.0,98.89
2024-04-17,Machine_01,Line_D,Morning,106,3,103,0.01,1.47,102.25,99.97,106.0,96.48
