date,product_category,product_name,quantity_sold,unit_price,revenue,cost,profit,customer_id,region,sales_channel
2024-03-28,Sports,Dumbbells,4,588.44,2353.76,1430.79,922.96,CUST2036,North,Online
2024-03-28,Electronics,Smart Watch,4,890.92,3563.69,1915.09,1648.6,CUST7183,Central,Mobile App
2024-03-28,Home & Garden,Bedding,2,186.41,372.83,248.57,124.26,CUST4945,West,Retail Store
2024-03-28,Home & Garden,Plant Pot,5,162.84,814.2,401.46,412.74,CUST4880,West,Online
2024-03-28,Clothing,Jeans,1,92.02,92.02,45.03,46.99,CUST6676,East,Retail Store
2024-03-28,Electronics,Tablet,2,1369.67,2739.33,1612.16,1127.17,CUST4406,West,Online
2024-03-28,Electronics,Smart Watch,1,1040.33,1040.33,559.19,481.14,CUST8406,Central,Mobile App
2024-03-29,Clothing,Dress,5,76.55,382.76,186.71,196.05,CUST5777,East,Marketplace
2024-03-29,Sports,Dumbbells,1,104.99,104.99,60.42,44.57,CUST8777,West,Retail Store
2024-03-29,Clothing,Dress,1,54.73,54.73,36.84,17.89,CUST3790,Central,Marketplace
2024-03-29,Sports,Fitness Tracker,3,269.7,809.1,474.5,334.6,CUST9089,South,Mobile App
2024-03-29,Electronics,Tablet,5,1425.88,7129.39,4157.24,2972.15,CUST7030,South,Marketplace
2024-03-29,Home & Garden,Plant Pot,1,281.73,281.73,185.23,96.5,CUST2017,East,Mobile App
2024-03-30,Clothing,Jacket,5,140.99,704.94,287.19,417.75,CUST6322,East,Online
2024-03-30,Electronics,Smartphone,3,319.31,957.93,578.87,379.07,CUST9638,East,Mobile App
2024-03-30,Home & Garden,Cookware Set,1,276.19,276.19,146.86,129.33,CUST2986,East,Retail Store
2024-03-30,Clothing,Shoes,5,79.71,398.57,166.02,232.56,CUST2211,Central,Mobile App
2024-03-30,Clothing,Jeans,4,71.73,286.94,194.96,91.98,CUST4566,North,Mobile App
2024-03-30,Clothing,Dress,2,108.73,217.45,130.18,87.27,CUST8397,West,Retail Store
2024-03-30,Sports,Fitness Tracker,3,104.46,313.38,126.47,186.91,CUST9450,West,Mobile App
2024-03-30,Home & Garden,Bedding,3,50.78,152.35,91.59,60.75,CUST4749,South,Retail Store
2024-03-31,Clothing,T-Shirt,3,65.75,197.25,105.3,91.95,CUST9677,Central,Marketplace
2024-03-31,Home & Garden,Bedding,4,168.79,675.15,392.75,282.4,CUST1604,North,Mobile App
2024-03-31,Clothing,Jeans,2,95.72,191.43,87.29,104.14,CUST8532,Central,Retail Store
2024-03-31,Home & Garden,Coffee Maker,5,34.72,173.62,72.0,101.62,CUST5773,Central,Online
2024-03-31,Electronics,Laptop,1,975.25,975.25,470.33,504.92,CUST4673,Central,Mobile App
2024-03-31,Electronics,Tablet,4,954.98,3819.93,2377.93,1442.0,CUST7697,South,Marketplace
2024-03-31,Electronics,Tablet,2,368.81,737.63,444.69,292.94,CUST3970,North,Mobile App
2024-03-31,Clothing,Jeans,4,64.63,258.52,128.89,129.63,CUST9828,South,Retail Store
2024-03-31,Electronics,Smartphone,2,1114.26,2228.52,1449.29,779.23,CUST3251,Central,Marketplace
2024-03-31,Home & Garden,Cookware Set,1,35.18,35.18,18.63,16.55,CUST4549,North,Mobile App
2024-03-31,Home & Garden,Plant Pot,4,42.98,171.93,93.71,78.21,CUST6577,East,Marketplace
2024-03-31,Sports,Bicycle,3,525.59,1576.78,740.87,835.91,CUST2294,North,Retail Store
2024-03-31,Home & Garden,Coffee Maker,2,113.55,227.11,121.37,105.74,CUST3441,East,Retail Store
2024-03-31,Clothing,T-Shirt,2,27.21,54.42,35.37,19.05,CUST4787,North,Retail Store
2024-03-31,Electronics,Smart Watch,2,1379.08,2758.16,1242.9,1515.27,CUST2667,West,Retail Store
2024-04-01,Sports,Bicycle,5,258.73,1293.65,590.54,703.11,CUST6231,West,Online
2024-04-01,Home & Garden,Coffee Maker,2,168.58,337.16,145.71,191.45,CUST5402,East,Online
2024-04-01,Sports,Fitness Tracker,5,447.36,2236.81,952.96,1283.85,CUST8633,South,Marketplace
2024-04-01,Electronics,Smartphone,2,1080.26,2160.52,1306.69,853.84,CUST2582,Central,Retail Store
2024-04-01,Clothing,Dress,1,135.83,135.83,77.54,58.29,CUST6192,North,Online
2024-04-01,Clothing,Shoes,3,109.13,327.4,153.19,174.22,CUST7073,East,Marketplace
2024-04-01,Clothing,Jacket,1,121.49,121.49,81.77,39.72,CUST8823,West,Marketplace
2024-04-01,Electronics,Headphones,3,945.46,2836.38,1218.24,1618.15,CUST4145,East,Online
2024-04-01,Electronics,Smart Watch,2,1158.66,2317.32,1102.7,1214.62,CUST5195,South,Online
2024-04-02,Electronics,Smart Watch,2,1137.37,2274.74,1085.38,1189.36,CUST5727,South,Online
2024-04-02,Home & Garden,Bedding,4,199.22,796.89,353.68,443.21,CUST8339,East,Retail Store
2024-04-02,Home & Garden,Plant Pot,2,190.93,381.86,165.05,216.81,CUST7713,North,Online
2024-04-02,Clothing,Dress,4,73.78,295.13,178.16,116.97,CUST2075,Central,Marketplace
2024-04-02,Sports,Dumbbells,4,513.39,2053.54,1430.39,623.15,CUST5652,North,Retail Store
2024-04-02,Sports,Yoga Mat,3,102.62,307.86,148.24,159.62,CUST5569,North,Online
2024-04-02,Clothing,T-Shirt,2,71.93,143.85,75.62,68.23,CUST5675,North,Mobile App
2024-04-02,Electronics,Headphones,3,1267.1,3801.31,1841.52,1959.79,CUST2468,North,Marketplace
2024-04-02,Sports,Bicycle,2,213.87,427.75,210.35,217.39,CUST9249,South,Marketplace
2024-04-02,Clothing,Jacket,1,117.87,117.87,64.83,53.04,CUST2790,East,Online
2024-04-02,Home & Garden,Lamp,1,250.34,250.34,132.58,117.75,CUST1810,West,Retail Store
2024-04-02,Electronics,Smartphone,4,734.23,2936.9,1707.2,1229.71,CUST8129,South,Online
2024-04-02,Sports,Bicycle,4,701.99,2807.96,1322.39,1485.57,CUST4697,East,Mobile App
2024-04-03,Clothing,T-Shirt,1,45.01,45.01,27.69,17.32,CUST5868,East,Mobile App
2024-04-03,Sports,Running Shoes,3,40.48,121.44,69.95,51.49,CUST1701,East,Marketplace
2024-04-03,Clothing,Jeans,5,74.95,374.75,230.63,144.12,CUST9146,Central,Mobile App
2024-04-03,Electronics,Smartphone,4,657.24,2628.94,1398.74,1230.2,CUST8856,South,Online
2024-04-03,Clothing,Dress,4,107.0,428.02,228.74,199.27,CUST2770,South,Retail Store
2024-04-03,Electronics,Smartphone,5,1494.34,7471.69,4065.01,3406.68,CUST1752,South,Online
2024-04-03,Clothing,Jeans,2,113.43,226.86,130.64,96.22,CUST2095,West,Retail Store
2024-04-03,Electronics,Smart Watch,2,1389.29,2778.59,1391.02,1387.57,CUST5869,South,Mobile App
2024-04-03,Sports,Running Shoes,3,125.27,375.81,192.7,183.11,CUST1600,Central,Online
2024-04-03,Electronics,Smartphone,5,593.11,2965.57,1231.43,1734.15,CUST4123,South,Online
2024-04-03,Electronics,Smartphone,3,1412.38,4237.15,1854.04,2383.1,CUST3178,South,Marketplace
2024-04-03,Home & Garden,Coffee Maker,3,59.56,178.68,123.25,55.44,CUST6579,Central,Mobile App
2024-04-04,Electronics,Headphones,5,1464.7,7323.49,2940.09,4383.4,CUST3076,South,Marketplace
2024-04-04,Electronics,Laptop,2,232.07,464.14,242.31,221.83,CUST4170,West,Mobile App
2024-04-04,Home & Garden,Lamp,5,94.53,472.65,228.94,243.7,CUST3024,East,Marketplace
2024-04-04,Clothing,T-Shirt,3,64.01,192.02,77.22,114.8,CUST2906,South,Online
2024-04-04,Home & Garden,Lamp,1,38.51,38.51,16.81,21.7,CUST8669,South,Retail Store
2024-04-04,Electronics,Smart Watch,1,350.49,350.49,228.96,121.53,CUST5474,West,Marketplace
2024-04-04,Sports,Fitness Tracker,1,728.51,728.51,310.51,418.0,CUST2779,East,Marketplace
2024-04-04,Home & Garden,Cookware Set,2,84.25,168.49,108.09,60.4,CUST4229,Central,Online
2024-04-04,Electronics,Tablet,5,264.82,1324.09,589.18,734.91,CUST4998,North,Mobile App
2024-04-04,Clothing,Dress,3,144.85,434.54,179.63,254.91,CUST2400,South,Marketplace
2024-04-04,Electronics,Tablet,3,264.37,793.1,459.84,333.25,CUST3739,Central,Online
2024-04-04,Electronics,Headphones,5,293.88,1469.39,889.46,579.92,CUST4457,North,Marketplace
2024-04-04,Clothing,T-Shirt,1,126.5,126.5,70.96,55.54,CUST5868,Central,Mobile App
2024-04-04,Sports,Yoga Mat,1,770.81,770.81,428.19,342.62,CUST3017,Central,Online
2024-04-04,Home & Garden,Plant Pot,4,294.32,1177.26,648.16,529.11,CUST4543,North,Marketplace
2024-04-05,Clothing,Shoes,4,125.95,503.81,240.92,262.89,CUST7860,Central,Retail Store
2024-04-05,Home & Garden,Coffee Maker,4,64.8,259.21,159.68,99.54,CUST8135,South,Mobile App
2024-04-05,Sports,Yoga Mat,5,207.65,1038.27,637.6,400.67,CUST8447,South,Online
2024-04-05,Clothing,Shoes,2,25.79,51.57,25.1,26.47,CUST7617,South,Online
2024-04-05,Home & Garden,Bedding,1,51.31,51.31,23.47,27.84,CUST3233,Central,Marketplace
2024-04-05,Clothing,Jacket,5,84.09,420.44,227.7,192.74,CUST8830,North,Mobile App
2024-04-05,Sports,Dumbbells,1,283.31,283.31,155.13,128.17,CUST8799,Central,Retail Store
2024-04-05,Sports,Yoga Mat,4,783.21,3132.83,1979.79,1153.04,CUST1858,South,Online
2024-04-05,Electronics,Laptop,3,907.34,2722.02,1539.34,1182.68,CUST3850,North,Online
2024-04-05,Clothing,Jacket,4,56.15,224.62,102.28,122.34,CUST5055,East,Marketplace
2024-04-05,Electronics,Smartphone,1,1122.08,1122.08,455.95,666.13,CUST7085,North,Mobile App
2024-04-05,Electronics,Smart Watch,5,1164.59,5822.97,2420.51,3402.46,CUST4253,South,Mobile App
2024-04-06,Home & Garden,Bedding,2,102.23,204.46,113.63,90.83,CUST4513,Central,Mobile App
2024-04-06,Clothing,Jacket,1,61.8,61.8,25.36,36.44,CUST4949,South,Online
2024-04-06,Clothing,T-Shirt,4,78.96,315.86,129.95,185.91,CUST6993,East,Retail Store
2024-04-06,Electronics,Headphones,3,698.4,2095.21,1364.29,730.92,CUST6085,East,Marketplace
2024-04-06,Home & Garden,Plant Pot,5,84.19,420.96,279.54,141.42,CUST4690,South,Marketplace
2024-04-06,Clothing,Shoes,4,73.36,293.46,199.54,93.92,CUST4862,East,Retail Store
2024-04-06,Home & Garden,Plant Pot,4,127.65,510.6,220.84,289.75,CUST4345,South,Retail Store
2024-04-06,Clothing,Jeans,3,149.17,447.5,202.48,245.02,CUST8095,West,Mobile App
2024-04-06,Home & Garden,Coffee Maker,5,231.32,1156.6,808.1,348.5,CUST5655,Central,Marketplace
2024-04-06,Sports,Bicycle,2,590.69,1181.38,787.54,393.84,CUST9712,North,Mobile App
2024-04-06,Home & Garden,Bedding,5,68.39,341.94,142.2,199.75,CUST9434,North,Marketplace
2024-04-06,Electronics,Tablet,2,1351.23,2702.45,1089.1,1613.36,CUST5491,West,Marketplace
2024-04-07,Clothing,Dress,1,84.88,84.88,36.76,48.13,CUST5749,West,Retail Store
2024-04-07,Electronics,Tablet,3,389.32,1167.95,711.55,456.4,CUST2313,East,Retail Store
2024-04-07,Clothing,T-Shirt,2,129.49,258.97,119.85,139.12,CUST5763,West,Mobile App
2024-04-07,Home & Garden,Bedding,2,170.86,341.72,163.62,178.11,CUST4867,East,Retail Store
2024-04-07,Clothing,Jeans,4,26.66,106.64,58.54,48.1,CUST4308,Central,Marketplace
2024-04-07,Sports,Running Shoes,4,623.95,2495.8,1599.69,896.12,CUST5381,South,Online
2024-04-08,Clothing,Shoes,4,26.14,104.56,47.36,57.2,CUST5581,West,Retail Store
2024-04-08,Clothing,Shoes,1,95.21,95.21,64.12,31.1,CUST7035,East,Marketplace
2024-04-08,Sports,Running Shoes,3,327.79,983.36,589.77,393.59,CUST7598,South,Retail Store
2024-04-08,Home & Garden,Lamp,1,234.37,234.37,136.41,97.96,CUST5911,Central,Retail Store
2024-04-08,Electronics,Headphones,4,923.89,3695.56,2467.02,1228.55,CUST9526,East,Marketplace
2024-04-08,Clothing,Shoes,3,24.84,74.52,50.32,24.2,CUST2658,North,Marketplace
2024-04-08,Clothing,Jacket,3,44.77,134.32,72.35,61.98,CUST6551,South,Marketplace
2024-04-08,Clothing,Jacket,3,59.4,178.2,105.4,72.8,CUST4293,South,Online
2024-04-08,Home & Garden,Lamp,5,178.34,891.71,514.75,376.96,CUST1711,Central,Retail Store
2024-04-09,Home & Garden,Cookware Set,5,181.92,909.58,571.82,337.77,CUST7643,North,Retail Store
2024-04-09,Sports,Fitness Tracker,1,359.89,359.89,248.32,111.57,CUST8777,North,Marketplace
2024-04-09,Home & Garden,Plant Pot,2,286.96,573.92,284.62,289.3,CUST2777,North,Mobile App
2024-04-09,Sports,Dumbbells,3,569.98,1709.94,695.11,1014.83,CUST3722,North,Retail Store
2024-04-09,Clothing,Dress,3,21.76,65.27,33.21,32.06,CUST8246,West,Mobile App
2024-04-10,Electronics,Headphones,5,560.78,2803.9,1906.72,897.18,CUST5060,Central,Online
2024-04-10,Clothing,Dress,5,23.81,119.04,69.69,49.35,CUST1064,West,Online
2024-04-10,Home & Garden,Lamp,1,286.7,286.7,149.83,136.87,CUST4083,South,Online
2024-04-10,Electronics,Laptop,1,1132.34,1132.34,635.73,496.61,CUST4622,Central,Retail Store
2024-04-10,Clothing,T-Shirt,4,137.04,548.16,328.59,219.57,CUST3892,West,Mobile App
2024-04-11,Home & Garden,Cookware Set,4,49.73,198.93,95.91,103.03,CUST4641,Central,Marketplace
2024-04-11,Home & Garden,Cookware Set,3,183.69,551.08,372.66,178.42,CUST5335,South,Marketplace
2024-04-11,Electronics,Laptop,2,1428.52,2857.04,1720.18,1136.87,CUST9536,West,Online
2024-04-11,Clothing,Dress,5,53.4,266.99,170.94,96.05,CUST2678,North,Marketplace
2024-04-11,Clothing,Shoes,5,63.99,319.94,217.77,102.17,CUST8002,North,Online
2024-04-11,Home & Garden,Bedding,5,253.45,1267.27,874.87,392.4,CUST5458,Central,Online
2024-04-11,Sports,Running Shoes,1,525.34,525.34,350.72,174.61,CUST7982,East,Retail Store
2024-04-11,Electronics,Smart Watch,2,754.83,1509.65,897.67,611.98,CUST2075,East,Online
2024-04-11,Clothing,T-Shirt,2,77.58,155.17,88.2,66.97,CUST7895,West,Retail Store
2024-04-11,Electronics,Laptop,3,1235.17,3705.51,2130.38,1575.14,CUST7671,North,Marketplace
2024-04-12,Sports,Fitness Tracker,5,754.03,3770.17,1562.11,2208.06,CUST4883,West,Marketplace
2024-04-12,Home & Garden,Coffee Maker,1,113.97,113.97,75.88,38.09,CUST9593,South,Marketplace
2024-04-12,Home & Garden,Cookware Set,3,120.81,362.44,208.77,153.67,CUST2341,Central,Retail Store
2024-04-12,Sports,Yoga Mat,2,165.18,330.36,204.96,125.39,CUST1393,North,Marketplace
2024-04-12,Electronics,Headphones,3,1065.62,3196.85,1641.91,1554.94,CUST4385,East,Online
2024-04-12,Sports,Running Shoes,4,50.18,200.71,116.13,84.58,CUST7833,South,Mobile App
2024-04-12,Clothing,T-Shirt,3,91.72,275.16,179.49,95.66,CUST1966,South,Online
2024-04-13,Clothing,T-Shirt,5,72.74,363.71,149.97,213.75,CUST8280,West,Marketplace
2024-04-13,Sports,Yoga Mat,3,232.74,698.21,449.26,248.95,CUST4985,Central,Marketplace
2024-04-13,Home & Garden,Plant Pot,3,285.58,856.74,529.37,327.37,CUST6791,South,Mobile App
2024-04-13,Clothing,Jacket,1,112.81,112.81,76.42,36.39,CUST1356,North,Marketplace
2024-04-13,Sports,Bicycle,5,588.86,2944.31,1734.08,1210.22,CUST7642,East,Mobile App
2024-04-13,Clothing,Jeans,4,69.87,279.48,147.37,132.11,CUST5784,North,Marketplace
2024-04-13,Electronics,Smartphone,1,705.28,705.28,375.99,329.29,CUST9728,South,Online
2024-04-13,Electronics,Laptop,2,1293.44,2586.88,1062.66,1524.22,CUST9226,West,Marketplace
2024-04-13,Sports,Yoga Mat,5,687.25,3436.25,2078.77,1357.48,CUST5439,North,Marketplace
2024-04-13,Clothing,Jacket,5,50.28,251.39,164.31,87.08,CUST7017,North,Mobile App
2024-04-14,Home & Garden,Cookware Set,3,157.36,472.08,324.76,147.32,CUST8756,Central,Online
2024-04-14,Electronics,Headphones,4,1285.82,5143.27,2621.06,2522.21,CUST8244,Central,Retail Store
2024-04-14,Electronics,Tablet,5,486.57,2432.85,1648.46,784.38,CUST5050,East,Online
2024-04-14,Home & Garden,Lamp,3,198.32,594.96,411.22,183.74,CUST4896,Central,Online
2024-04-14,Sports,Yoga Mat,1,564.68,564.68,339.71,224.97,CUST4845,South,Retail Store
2024-04-14,Sports,Running Shoes,1,270.9,270.9,147.67,123.23,CUST9128,West,Mobile App
2024-04-15,Electronics,Tablet,1,268.82,268.82,168.41,100.41,CUST8140,South,Online
2024-04-15,Electronics,Smart Watch,1,724.37,724.37,436.76,287.62,CUST2699,West,Online
2024-04-15,Electronics,Smart Watch,1,1171.77,1171.77,661.97,509.8,CUST2079,West,Online
2024-04-15,Electronics,Headphones,5,681.64,3408.19,1944.98,1463.22,CUST8233,West,Retail Store
2024-04-15,Clothing,T-Shirt,3,113.47,340.42,165.48,174.94,CUST9780,East,Online
2024-04-15,Sports,Running Shoes,3,687.16,2061.48,1287.81,773.67,CUST5798,West,Marketplace
2024-04-16,Electronics,Laptop,5,975.31,4876.56,2486.11,2390.45,CUST5298,North,Online
2024-04-16,Clothing,Jeans,2,36.78,73.56,41.27,32.29,CUST5311,West,Mobile App
2024-04-16,Home & Garden,Plant Pot,2,193.47,386.94,161.4,225.54,CUST5416,South,Retail Store
2024-04-16,Electronics,Laptop,5,749.51,3747.57,1724.87,2022.7,CUST9444,East,Retail Store
2024-04-16,Electronics,Headphones,4,571.59,2286.38,963.33,1323.05,CUST4241,South,Mobile App
2024-04-16,Home & Garden,Plant Pot,4,67.37,269.47,161.61,107.86,CUST5409,North,Marketplace
2024-04-16,Home & Garden,Bedding,1,139.91,139.91,84.41,55.5,CUST1270,East,Mobile App
2024-04-16,Home & Garden,Plant Pot,3,140.86,422.58,282.95,139.63,CUST6257,North,Retail Store
2024-04-16,Clothing,Jeans,2,61.68,123.36,55.94,67.42,CUST6991,West,Retail Store
2024-04-16,Home & Garden,Lamp,2,226.94,453.88,257.77,196.12,CUST5864,East,Retail Store
2024-04-16,Electronics,Headphones,5,1361.56,6807.81,4268.75,2539.06,CUST1789,West,Retail Store
2024-04-16,Electronics,Laptop,4,520.25,2081.01,871.89,1209.12,CUST9502,Central,Marketplace
2024-04-16,Sports,Fitness Tracker,2,58.66,117.32,56.12,61.21,CUST1946,East,Mobile App
2024-04-16,Electronics,Smart Watch,1,220.96,220.96,113.09,107.87,CUST2308,East,Mobile App
2024-04-16,Sports,Dumbbells,3,647.35,1942.06,1018.76,923.3,CUST7697,South,Marketplace
2024-04-17,Home & Garden,Coffee Maker,5,248.39,1241.96,606.59,635.37,CUST1669,West,Mobile App
2024-04-17,Electronics,Smartphone,1,1238.03,1238.03,594.44,643.59,CUST7499,West,Marketplace
2024-04-17,Electronics,Headphones,1,501.7,501.7,307.38,194.32,CUST1873,East,Mobile App
2024-04-17,Electronics,Tablet,5,968.69,4843.46,3226.0,1617.46,CUST1486,East,Retail Store
2024-04-17,Electronics,Smart Watch,1,947.59,947.59,602.64,344.95,CUST9572,North,Retail Store
2024-04-17,Clothing,Shoes,4,49.07,196.27,133.47,62.8,CUST2667,Central,Marketplace
2024-04-17,Electronics,Laptop,5,204.98,1024.9,483.17,541.72,CUST7849,North,Retail Store
2024-04-17,Home & Garden,Coffee Maker,4,202.61,810.44,531.68,278.76,CUST1832,South,Online
2024-04-17,Electronics,Headphones,3,730.26,2190.79,1065.21,1125.58,CUST3367,North,Mobile App
2024-04-17,Home & Garden,Cookware Set,1,77.41,77.41,35.09,42.32,CUST4262,North,Marketplace
2024-04-17,Electronics,Laptop,1,407.67,407.67,183.14,224.54,CUST5264,Central,Retail Store
2024-04-17,Clothing,Shoes,4,99.4,397.58,190.56,207.02,CUST8727,Central,Marketplace
2024-04-17,Sports,Bicycle,3,247.62,742.87,461.35,281.52,CUST6660,South,Retail Store
2024-04-17,Clothing,Jeans,1,82.65,82.65,45.53,37.11,CUST7331,Central,Marketplace
2024-04-18,Home & Garden,Coffee Maker,2,247.38,494.75,324.15,170.6,CUST3401,Central,Retail Store
2024-04-18,Clothing,Shoes,1,33.85,33.85,20.53,13.32,CUST9974,North,Marketplace
2024-04-18,Home & Garden,Bedding,3,69.98,209.93,90.19,119.74,CUST9077,East,Marketplace
2024-04-18,Clothing,Jacket,5,76.32,381.61,244.2,137.42,CUST7458,South,Online
2024-04-18,Clothing,T-Shirt,3,123.42,370.26,201.11,169.16,CUST4203,West,Retail Store
2024-04-18,Clothing,T-Shirt,3,112.27,336.82,183.45,153.36,CUST1801,East,Retail Store
2024-04-18,Clothing,Jeans,2,27.79,55.58,30.86,24.72,CUST1583,South,Online
2024-04-18,Home & Garden,Bedding,4,278.0,1112.0,746.41,365.59,CUST4185,East,Mobile App
2024-04-18,Clothing,Jacket,3,40.72,122.16,84.34,37.82,CUST1788,South,Online
2024-04-18,Clothing,Jeans,2,31.1,62.21,41.85,20.35,CUST6234,South,Mobile App
2024-04-18,Sports,Fitness Tracker,5,335.97,1679.85,1102.86,576.99,CUST5240,East,Online
2024-04-18,Home & Garden,Coffee Maker,5,199.55,997.74,481.47,516.28,CUST2098,South,Marketplace
2024-04-18,Clothing,T-Shirt,3,125.89,377.68,177.58,200.1,CUST9163,Central,Online
2024-04-18,Clothing,Jeans,1,144.54,144.54,79.63,64.91,CUST3846,Central,Marketplace
2024-04-19,Clothing,Jacket,1,82.18,82.18,37.32,44.85,CUST3997,South,Marketplace
2024-04-19,Electronics,Laptop,1,467.65,467.65,232.19,235.46,CUST5477,South,Mobile App
2024-04-19,Home & Garden,Cookware Set,5,257.34,1286.68,701.05,585.62,CUST8848,East,Online
2024-04-19,Clothing,Shoes,2,82.84,165.68,71.82,93.86,CUST4175,South,Retail Store
2024-04-19,Sports,Dumbbells,1,203.03,203.03,93.37,109.66,CUST6255,East,Mobile App
2024-04-19,Sports,Yoga Mat,4,646.48,2585.93,1694.94,890.99,CUST2885,Central,Marketplace
2024-04-19,Electronics,Tablet,4,479.97,1919.87,936.05,983.82,CUST5810,West,Marketplace
2024-04-19,Sports,Running Shoes,4,501.89,2007.58,1051.14,956.44,CUST3987,East,Online
2024-04-19,Sports,Bicycle,4,502.05,2008.21,827.12,1181.1,CUST4144,West,Marketplace
2024-04-19,Electronics,Smart Watch,2,616.73,1233.46,527.99,705.47,CUST3873,East,Marketplace
2024-04-20,Electronics,Smart Watch,5,612.44,3062.18,1928.84,1133.34,CUST4849,Central,Retail Store
2024-04-20,Electronics,Laptop,5,206.13,1030.63,434.63,596.0,CUST5640,North,Marketplace
2024-04-20,Clothing,Dress,3,146.54,439.61,280.11,159.5,CUST9234,West,Mobile App
2024-04-20,Electronics,Headphones,4,667.77,2671.09,1501.77,1169.32,CUST6108,North,Mobile App
2024-04-20,Clothing,Jacket,1,89.07,89.07,46.31,42.76,CUST6646,South,Mobile App
2024-04-20,Sports,Yoga Mat,5,536.86,2684.32,1452.87,1231.45,CUST5083,South,Retail Store
2024-04-20,Sports,Yoga Mat,4,362.94,1451.75,906.76,544.98,CUST9853,West,Online
2024-04-21,Electronics,Laptop,2,814.35,1628.7,1080.19,548.51,CUST9252,North,Marketplace
2024-04-21,Sports,Fitness Tracker,4,646.71,2586.83,1305.39,1281.44,CUST6221,West,Retail Store
2024-04-21,Home & Garden,Coffee Maker,2,276.13,552.25,278.16,274.09,CUST7766,North,Mobile App
2024-04-21,Electronics,Tablet,3,1280.62,3841.86,2420.49,1421.37,CUST5366,East,Mobile App
2024-04-21,Electronics,Headphones,4,523.34,2093.37,847.08,1246.29,CUST5136,South,Retail Store
2024-04-21,Home & Garden,Plant Pot,5,39.83,199.17,133.6,65.58,CUST6938,West,Online
2024-04-21,Clothing,Shoes,1,60.27,60.27,39.63,20.63,CUST1652,Central,Mobile App
2024-04-21,Home & Garden,Cookware Set,4,133.54,534.16,238.06,296.1,CUST4688,South,Marketplace
2024-04-21,Sports,Yoga Mat,5,370.44,1852.2,1205.48,646.72,CUST9593,West,Marketplace
2024-04-21,Electronics,Headphones,1,1219.16,1219.16,632.07,587.1,CUST6439,North,Retail Store
2024-04-21,Clothing,T-Shirt,3,114.84,344.51,139.91,204.61,CUST2232,North,Mobile App
2024-04-21,Sports,Fitness Tracker,5,259.58,1297.88,701.28,596.6,CUST5616,South,Marketplace
2024-04-22,Clothing,T-Shirt,2,138.41,276.81,189.06,87.75,CUST5953,West,Marketplace
2024-04-22,Clothing,Dress,3,70.45,211.36,99.91,111.45,CUST3402,North,Marketplace
2024-04-22,Sports,Bicycle,5,415.36,2076.81,944.51,1132.3,CUST3431,North,Online
2024-04-22,Clothing,T-Shirt,4,76.26,305.04,166.32,138.71,CUST2403,East,Marketplace
2024-04-22,Electronics,Tablet,3,567.9,1703.7,700.89,1002.81,CUST4003,North,Marketplace
2024-04-23,Electronics,Headphones,2,970.23,1940.46,1262.6,677.86,CUST8377,North,Retail Store
2024-04-23,Sports,Bicycle,5,798.63,3993.16,2790.61,1202.54,CUST4406,South,Online
2024-04-23,Clothing,Jeans,5,74.07,370.34,228.17,142.18,CUST6873,East,Mobile App
2024-04-23,Electronics,Headphones,5,1380.51,6902.54,4426.69,2475.86,CUST9283,Central,Online
2024-04-23,Sports,Bicycle,3,342.77,1028.31,560.01,468.29,CUST9469,North,Online
2024-04-24,Home & Garden,Lamp,2,154.43,308.87,185.75,123.12,CUST7502,South,Mobile App
2024-04-24,Electronics,Smart Watch,1,1479.35,1479.35,918.5,560.86,CUST5793,East,Mobile App
2024-04-24,Electronics,Smart Watch,4,260.32,1041.3,611.44,429.86,CUST1773,Central,Online
2024-04-24,Electronics,Headphones,3,335.15,1005.44,692.46,312.98,CUST1117,South,Marketplace
2024-04-24,Home & Garden,Plant Pot,3,115.98,347.95,215.48,132.47,CUST8012,West,Retail Store
2024-04-24,Clothing,Jeans,2,101.8,203.6,124.15,79.44,CUST6192,East,Online
2024-04-25,Home & Garden,Cookware Set,2,95.28,190.55,103.83,86.72,CUST9978,Central,Mobile App
2024-04-25,Clothing,Jacket,2,145.05,290.09,172.83,117.26,CUST6392,West,Marketplace
2024-04-25,Electronics,Smart Watch,3,1202.59,3607.78,1689.99,1917.79,CUST6086,East,Mobile App
2024-04-25,Clothing,T-Shirt,1,85.25,85.25,49.58,35.68,CUST3586,North,Retail Store
2024-04-25,Clothing,T-Shirt,5,125.27,626.35,417.14,209.21,CUST6827,North,Online
2024-04-25,Home & Garden,Lamp,3,129.63,388.9,171.37,217.53,CUST6769,North,Online
2024-04-25,Home & Garden,Bedding,3,133.45,400.36,255.59,144.77,CUST8727,Central,Marketplace
2024-04-25,Clothing,T-Shirt,4,33.46,133.83,57.84,75.98,CUST8952,West,Mobile App
2024-04-25,Home & Garden,Coffee Maker,5,65.52,327.61,160.75,166.86,CUST4413,West,Marketplace
2024-04-25,Electronics,Laptop,2,343.02,686.05,469.41,216.63,CUST4081,North,Mobile App
2024-04-25,Home & Garden,Cookware Set,4,68.56,274.25,166.95,107.3,CUST3829,South,Online
2024-04-25,Home & Garden,Lamp,4,173.62,694.49,337.07,357.42,CUST9282,South,Online
2024-04-26,Sports,Fitness Tracker,1,733.61,733.61,351.83,381.78,CUST5490,South,Mobile App
2024-04-26,Clothing,T-Shirt,4,147.68,590.71,410.49,180.22,CUST3580,Central,Online
