date,campaign_name,channel,ad_type,impressions,clicks,conversions,cost,revenue,ctr,conversion_rate,cpc,cpa,roas
2024-03-27,Summer_Sale_2024,LinkedIn,Native,87614,913,20,2614.56,2204.05,1.04,2.21,2.86,130.73,0.84
2024-03-27,Brand_Awareness,Facebook,Shopping,281701,8240,306,2371.74,115551.79,2.93,3.72,0.29,7.75,48.72
2024-03-27,Retargeting_Campaign,LinkedIn,Search,177687,5474,111,4506.21,54955.76,3.08,2.05,0.82,40.6,12.2
2024-03-28,Social_Media_Ads,LinkedIn,Shopping,148498,4019,44,3360.57,17469.05,2.71,1.12,0.84,76.38,5.2
2024-03-28,Black_Friday_2024,TikTok,Shopping,16927,287,3,179.25,713.96,1.7,1.2,0.62,59.75,3.98
2024-03-28,Social_Media_Ads,Instagram,Search,410802,29921,444,4603.17,64262.13,7.28,1.49,0.15,10.37,13.96
2024-03-28,Email_Newsletter,Email,Display,635569,14249,349,4448.26,91043.4,2.24,2.45,0.31,12.75,20.47
2024-03-29,Holiday_Campaign,Google Ads,Native,59327,1174,56,1519.58,23380.52,1.98,4.8,1.29,27.14,15.39
2024-03-29,Holiday_Campaign,LinkedIn,Native,196362,2960,72,3951.12,35096.89,1.51,2.45,1.33,54.88,8.88
2024-03-29,Holiday_Campaign,Instagram,Shopping,117439,1450,36,1032.24,3457.61,1.23,2.54,0.71,28.67,3.35
2024-03-29,Holiday_Campaign,Google Ads,Video,76447,2857,100,963.23,5248.29,3.74,3.5,0.34,9.63,5.45
2024-03-30,Email_Newsletter,Twitter,Video,552834,13222,192,4803.81,82238.25,2.39,1.46,0.36,25.02,17.12
2024-03-30,Email_Newsletter,Instagram,Shopping,135757,1897,29,1558.61,6150.95,1.4,1.54,0.82,53.75,3.95
2024-03-30,Email_Newsletter,TikTok,Search,398815,13584,480,3828.95,125358.7,3.41,3.54,0.28,7.98,32.74
2024-03-30,Google_Search,Facebook,Search,332898,26469,521,4268.1,135729.18,7.95,1.97,0.16,8.19,31.8
2024-03-30,Summer_Sale_2024,Instagram,Search,430152,23476,805,4265.75,309211.41,5.46,3.43,0.18,5.3,72.49
2024-03-30,Summer_Sale_2024,Google Ads,Display,406476,4252,103,4813.11,37661.51,1.05,2.44,1.13,46.73,7.82
2024-03-30,Holiday_Campaign,Facebook,Display,392980,7360,249,4670.53,120988.05,1.87,3.38,0.63,18.76,25.9
2024-03-31,Retargeting_Campaign,Instagram,Search,302580,17494,835,4514.5,79049.02,5.78,4.78,0.26,5.41,17.51
2024-03-31,Brand_Awareness,LinkedIn,Shopping,243864,5925,163,3719.26,54636.14,2.43,2.76,0.63,22.82,14.69
2024-03-31,Holiday_Campaign,Email,Native,1137110,27096,1169,4195.7,398503.51,2.38,4.31,0.15,3.59,94.98
2024-03-31,Holiday_Campaign,Twitter,Display,127316,2112,21,1496.41,1434.41,1.66,1.02,0.71,71.26,0.96
2024-03-31,Google_Search,LinkedIn,Shopping,246479,6202,93,4647.31,43424.34,2.52,1.5,0.75,49.97,9.34
2024-03-31,Brand_Awareness,Email,Native,77233,1524,63,367.47,11228.27,1.97,4.15,0.24,5.83,30.56
2024-04-01,Brand_Awareness,LinkedIn,Shopping,94026,1808,36,1860.62,11876.07,1.92,2.03,1.03,51.68,6.38
2024-04-01,Product_Launch_Q1,Facebook,Native,312751,6831,247,1893.81,96596.17,2.18,3.62,0.28,7.67,51.01
2024-04-01,Holiday_Campaign,Facebook,Native,523745,7705,359,3853.42,145596.08,1.47,4.66,0.5,10.73,37.78
2024-04-01,Google_Search,Email,Search,480825,34797,546,3626.6,113299.33,7.24,1.57,0.1,6.64,31.24
2024-04-02,Retargeting_Campaign,TikTok,Search,132201,9179,304,1793.27,110278.87,6.94,3.32,0.2,5.9,61.5
2024-04-02,Google_Search,Email,Search,49039,3740,178,231.26,48194.74,7.63,4.78,0.06,1.3,208.4
2024-04-02,Email_Newsletter,Twitter,Shopping,258301,7035,174,4522.44,73731.9,2.72,2.49,0.64,25.99,16.3
2024-04-02,Product_Launch_Q1,Google Ads,Display,168572,1806,62,2486.13,5225.42,1.07,3.47,1.38,40.1,2.1
2024-04-02,Email_Newsletter,LinkedIn,Shopping,16967,182,3,500.55,1030.2,1.08,2.08,2.75,166.85,2.06
2024-04-03,Holiday_Campaign,Email,Display,78965,956,13,1380.03,5618.43,1.21,1.46,1.44,106.16,4.07
2024-04-03,Holiday_Campaign,LinkedIn,Native,350609,4162,143,3569.77,18888.47,1.19,3.44,0.86,24.96,5.29
2024-04-03,Black_Friday_2024,Instagram,Video,403582,10003,422,3917.12,89343.85,2.48,4.23,0.39,9.28,22.81
2024-04-03,Holiday_Campaign,Instagram,Video,621992,18644,799,3541.05,185937.56,3.0,4.29,0.19,4.43,52.51
2024-04-03,Social_Media_Ads,TikTok,Display,650749,17720,252,3907.53,113627.24,2.72,1.43,0.22,15.51,29.08
2024-04-03,Black_Friday_2024,Facebook,Shopping,452205,8764,346,3422.5,159871.97,1.94,3.96,0.39,9.89,46.71
2024-04-04,Holiday_Campaign,LinkedIn,Video,178808,6944,163,2382.65,36270.56,3.88,2.35,0.34,14.62,15.22
2024-04-04,Retargeting_Campaign,TikTok,Search,72220,4836,160,976.42,17239.98,6.7,3.31,0.2,6.1,17.66
2024-04-04,Retargeting_Campaign,TikTok,Display,14465,232,3,188.69,372.06,1.61,1.47,0.81,62.9,1.97
2024-04-05,Social_Media_Ads,Instagram,Shopping,319370,8440,213,3694.28,49165.93,2.64,2.53,0.44,17.34,13.31
2024-04-05,Google_Search,Email,Native,274747,3478,84,4884.32,6188.17,1.27,2.42,1.4,58.15,1.27
2024-04-05,Brand_Awareness,Twitter,Shopping,233493,4777,199,1722.85,46120.82,2.05,4.18,0.36,8.66,26.77
2024-04-06,Retargeting_Campaign,Email,Shopping,274793,5679,136,4912.35,39042.79,2.07,2.41,0.87,36.12,7.95
2024-04-06,Google_Search,Instagram,Shopping,120396,3583,154,1769.4,47996.12,2.98,4.3,0.49,11.49,27.13
2024-04-06,Summer_Sale_2024,TikTok,Native,167355,4724,57,860.68,12238.19,2.82,1.22,0.18,15.1,14.22
2024-04-07,Holiday_Campaign,Twitter,Display,151601,1865,69,2094.84,6676.03,1.23,3.74,1.12,30.36,3.19
2024-04-07,Holiday_Campaign,Instagram,Search,250189,14821,608,2577.85,161309.56,5.92,4.1,0.17,4.24,62.58
2024-04-07,Email_Newsletter,Google Ads,Search,52683,1581,70,727.39,27596.19,3.0,4.48,0.46,10.39,37.94
2024-04-08,Brand_Awareness,TikTok,Search,202235,11429,462,2284.22,98085.75,5.65,4.05,0.2,4.94,42.94
2024-04-08,Black_Friday_2024,TikTok,Video,339575,13073,402,2577.42,160975.62,3.85,3.08,0.2,6.41,62.46
2024-04-08,Google_Search,Email,Native,438848,5442,193,2210.72,86143.42,1.24,3.56,0.41,11.45,38.97
2024-04-09,Product_Launch_Q1,Google Ads,Video,6808,288,8,126.7,1247.1,4.24,3.11,0.44,15.84,9.84
2024-04-09,Email_Newsletter,Email,Video,429885,12433,395,3939.01,84703.95,2.89,3.18,0.32,9.97,21.5
2024-04-09,Black_Friday_2024,LinkedIn,Display,241249,4617,210,3917.35,24427.09,1.91,4.56,0.85,18.65,6.24
2024-04-09,Product_Launch_Q1,Email,Shopping,137399,2133,68,685.44,31181.43,1.55,3.19,0.32,10.08,45.49
2024-04-10,Email_Newsletter,TikTok,Display,380534,11356,517,2266.5,216055.86,2.98,4.56,0.2,4.38,95.33
2024-04-10,Holiday_Campaign,TikTok,Video,339352,11222,418,4849.85,207581.43,3.31,3.73,0.43,11.6,42.8
2024-04-10,Summer_Sale_2024,Instagram,Shopping,47809,933,46,653.92,13703.48,1.95,4.95,0.7,14.22,20.96
2024-04-10,Retargeting_Campaign,Facebook,Search,206020,6448,171,2509.46,20520.36,3.13,2.65,0.39,14.68,8.18
2024-04-10,Email_Newsletter,LinkedIn,Video,213011,8700,225,4790.99,68268.01,4.08,2.59,0.55,21.29,14.25
2024-04-10,Social_Media_Ads,Facebook,Native,281674,6551,322,3822.07,136118.99,2.33,4.92,0.58,11.87,35.61
2024-04-10,Email_Newsletter,Facebook,Search,184333,14229,358,2586.63,134810.92,7.72,2.52,0.18,7.23,52.12
2024-04-11,Summer_Sale_2024,TikTok,Shopping,496477,13067,379,2573.28,31746.09,2.63,2.91,0.2,6.79,12.34
2024-04-11,Product_Launch_Q1,TikTok,Search,172772,12735,188,1229.88,56711.85,7.37,1.48,0.1,6.54,46.11
2024-04-11,Holiday_Campaign,Google Ads,Shopping,315722,7497,256,4012.16,93577.84,2.37,3.42,0.54,15.67,23.32
2024-04-11,Email_Newsletter,Instagram,Shopping,358921,8583,333,4815.97,87015.49,2.39,3.88,0.56,14.46,18.07
2024-04-12,Holiday_Campaign,Twitter,Shopping,62051,1036,21,1201.95,5037.06,1.67,2.07,1.16,57.24,4.19
2024-04-12,Product_Launch_Q1,LinkedIn,Display,38616,880,16,546.78,5463.2,2.28,1.89,0.62,34.17,9.99
2024-04-12,Black_Friday_2024,LinkedIn,Search,316777,13294,564,3363.54,64916.65,4.2,4.25,0.25,5.96,19.3
2024-04-13,Google_Search,Google Ads,Search,65261,4590,54,1530.69,11931.79,7.03,1.18,0.33,28.35,7.8
2024-04-13,Summer_Sale_2024,Instagram,Shopping,73094,1461,15,534.06,4966.03,2.0,1.06,0.37,35.6,9.3
2024-04-13,Social_Media_Ads,TikTok,Search,332719,17507,774,3512.6,305961.99,5.26,4.42,0.2,4.54,87.1
2024-04-13,Brand_Awareness,Email,Display,280272,6690,150,3500.25,59946.52,2.39,2.25,0.52,23.34,17.13
2024-04-13,Black_Friday_2024,Twitter,Shopping,399365,9301,239,3914.49,73394.8,2.33,2.58,0.42,16.38,18.75
2024-04-13,Google_Search,Facebook,Native,183014,4565,67,2724.31,27348.38,2.49,1.48,0.6,40.66,10.04
2024-04-14,Black_Friday_2024,Facebook,Shopping,629473,17322,820,4471.93,74020.83,2.75,4.74,0.26,5.45,16.55
2024-04-14,Black_Friday_2024,Facebook,Native,157930,2117,103,1408.6,34858.51,1.34,4.89,0.67,13.68,24.75
2024-04-14,Summer_Sale_2024,LinkedIn,Native,114524,1262,41,2934.7,8956.05,1.1,3.31,2.33,71.58,3.05
2024-04-15,Product_Launch_Q1,Instagram,Shopping,42147,728,8,332.92,2285.09,1.73,1.22,0.46,41.61,6.86
2024-04-15,Retargeting_Campaign,Instagram,Video,680846,14269,618,3422.54,101150.65,2.1,4.34,0.24,5.54,29.55
2024-04-15,Holiday_Campaign,Email,Display,532156,13308,396,2057.39,118154.37,2.5,2.98,0.15,5.2,57.43
2024-04-15,Email_Newsletter,LinkedIn,Video,359482,14017,186,4850.18,66911.78,3.9,1.33,0.35,26.08,13.8
2024-04-16,Product_Launch_Q1,Twitter,Search,355267,28271,460,2678.79,113634.07,7.96,1.63,0.09,5.82,42.42
2024-04-16,Brand_Awareness,Facebook,Search,40647,1353,60,555.3,25217.22,3.33,4.44,0.41,9.25,45.41
2024-04-16,Brand_Awareness,Twitter,Display,58037,1265,46,223.44,15147.53,2.18,3.68,0.18,4.86,67.79
2024-04-16,Black_Friday_2024,Instagram,Display,649059,11078,503,3833.98,78668.52,1.71,4.54,0.35,7.62,20.52
2024-04-16,Email_Newsletter,LinkedIn,Shopping,117867,2141,97,2880.33,44908.71,1.82,4.55,1.35,29.69,15.59
2024-04-17,Social_Media_Ads,TikTok,Native,243849,6452,192,3479.56,47444.57,2.65,2.98,0.54,18.12,13.64
2024-04-17,Brand_Awareness,Google Ads,Search,274607,8684,244,3694.32,23119.95,3.16,2.82,0.43,15.14,6.26
2024-04-17,Summer_Sale_2024,Email,Display,158695,1978,70,2540.84,20127.44,1.25,3.57,1.28,36.3,7.92
2024-04-17,Google_Search,Email,Search,612102,24930,1150,3497.15,227951.6,4.07,4.61,0.14,3.04,65.18
2024-04-18,Email_Newsletter,Twitter,Display,272215,7024,162,4710.51,49124.91,2.58,2.32,0.67,29.08,10.43
2024-04-18,Summer_Sale_2024,LinkedIn,Shopping,40398,1166,53,1032.56,8492.47,2.89,4.59,0.89,19.48,8.22
2024-04-18,Google_Search,Google Ads,Native,193518,5627,92,2548.1,36122.91,2.91,1.65,0.45,27.7,14.18
2024-04-18,Google_Search,Facebook,Native,472092,11629,279,4868.61,89226.61,2.46,2.4,0.42,17.45,18.33
2024-04-18,Retargeting_Campaign,Instagram,Video,484787,10859,538,4093.18,245222.93,2.24,4.96,0.38,7.61,59.91
2024-04-18,Summer_Sale_2024,Facebook,Shopping,130832,3392,156,1879.69,47290.99,2.59,4.63,0.55,12.05,25.16
2024-04-19,Email_Newsletter,Facebook,Search,79587,5309,72,1124.19,31687.87,6.67,1.36,0.21,15.61,28.19
2024-04-19,Brand_Awareness,Instagram,Video,295175,10669,215,3154.24,103608.11,3.61,2.02,0.3,14.67,32.85
2024-04-19,Social_Media_Ads,TikTok,Shopping,95640,2438,30,1098.83,1997.11,2.55,1.25,0.45,36.63,1.82
2024-04-19,Email_Newsletter,Email,Search,250162,10749,349,1882.68,43647.33,4.3,3.25,0.18,5.39,23.18
2024-04-19,Brand_Awareness,TikTok,Search,357747,15445,292,3396.1,113511.73,4.32,1.89,0.22,11.63,33.42
2024-04-19,Social_Media_Ads,Email,Search,536707,36573,643,3205.6,98157.69,6.81,1.76,0.09,4.99,30.62
2024-04-20,Google_Search,Email,Shopping,507805,13939,530,3190.56,98195.62,2.74,3.81,0.23,6.02,30.78
2024-04-20,Summer_Sale_2024,Email,Search,245352,9186,220,3796.0,32451.05,3.74,2.4,0.41,17.25,8.55
2024-04-20,Summer_Sale_2024,Google Ads,Search,179695,5558,217,3533.62,102301.2,3.09,3.92,0.64,16.28,28.95
2024-04-20,Email_Newsletter,Facebook,Native,56557,1526,21,432.78,7808.34,2.7,1.42,0.28,20.61,18.04
2024-04-20,Google_Search,Instagram,Video,18735,807,27,260.67,3439.74,4.31,3.39,0.32,9.65,13.2
2024-04-21,Holiday_Campaign,Instagram,Video,546442,12573,285,4986.35,128585.71,2.3,2.27,0.4,17.5,25.79
2024-04-21,Black_Friday_2024,Email,Display,64433,1446,24,1237.84,7381.08,2.24,1.67,0.86,51.58,5.96
2024-04-21,Product_Launch_Q1,TikTok,Native,487646,13410,569,4116.52,201182.21,2.75,4.25,0.31,7.23,48.87
2024-04-22,Retargeting_Campaign,Instagram,Video,273865,6224,274,3149.75,33950.35,2.27,4.41,0.51,11.5,10.78
2024-04-22,Summer_Sale_2024,TikTok,Video,413590,20115,796,3369.24,364679.88,4.86,3.96,0.17,4.23,108.24
2024-04-22,Brand_Awareness,LinkedIn,Display,254245,7610,175,3778.77,61646.83,2.99,2.3,0.5,21.59,16.31
2024-04-22,Brand_Awareness,Twitter,Native,328889,4895,51,3084.3,22561.8,1.49,1.05,0.63,60.48,7.32
2024-04-22,Google_Search,Facebook,Video,133126,4614,69,1202.17,11411.34,3.47,1.51,0.26,17.42,9.49
2024-04-23,Holiday_Campaign,Email,Search,395996,29452,907,4675.03,273111.91,7.44,3.08,0.16,5.15,58.42
2024-04-23,Retargeting_Campaign,Twitter,Shopping,109254,1580,23,2060.83,9742.68,1.45,1.49,1.3,89.6,4.73
2024-04-23,Google_Search,Email,Search,144411,8122,273,1494.77,114516.12,5.62,3.37,0.18,5.48,76.61
2024-04-23,Summer_Sale_2024,Instagram,Shopping,374685,5286,216,4226.67,50272.43,1.41,4.1,0.8,19.57,11.89
2024-04-23,Product_Launch_Q1,TikTok,Video,366542,18148,500,3973.19,214551.38,4.95,2.76,0.22,7.95,54.0
2024-04-24,Summer_Sale_2024,Instagram,Search,319062,17705,512,1746.25,45360.02,5.55,2.9,0.1,3.41,25.98
2024-04-24,Email_Newsletter,Twitter,Shopping,377570,6421,110,3348.0,30384.73,1.7,1.73,0.52,30.44,9.08
2024-04-24,Summer_Sale_2024,Google Ads,Display,186462,4625,106,4297.39,25366.7,2.48,2.29,0.93,40.54,5.9
2024-04-25,Email_Newsletter,Email,Video,86029,2729,59,744.82,27760.14,3.17,2.19,0.27,12.62,37.27
2024-04-25,Retargeting_Campaign,Instagram,Shopping,89556,1656,56,672.13,18375.78,1.85,3.41,0.41,12.0,27.34
2024-04-25,Brand_Awareness,Email,Video,288351,6028,227,3274.55,20079.54,2.09,3.78,0.54,14.43,6.13
2024-04-25,Black_Friday_2024,Facebook,Display,409556,5725,242,4492.34,44814.55,1.4,4.23,0.78,18.56,9.98
2024-04-25,Holiday_Campaign,Instagram,Native,261197,2951,130,3215.66,13160.24,1.13,4.42,1.09,24.74,4.09
2024-04-25,Holiday_Campaign,TikTok,Search,268147,8776,146,2338.73,36156.32,3.27,1.66,0.27,16.02,15.46
2024-04-26,Black_Friday_2024,Instagram,Shopping,179779,2414,35,2094.64,7895.84,1.34,1.48,0.87,59.85,3.77
2024-04-26,Retargeting_Campaign,LinkedIn,Shopping,480791,13485,368,4850.89,128359.68,2.8,2.73,0.36,13.18,26.46
2024-04-26,Black_Friday_2024,TikTok,Display,487173,6241,259,2909.95,39651.4,1.28,4.16,0.47,11.24,13.63
2024-04-26,Summer_Sale_2024,Email,Display,399813,7725,305,3951.29,85851.49,1.93,3.95,0.51,12.96,21.73
2024-04-27,Black_Friday_2024,Instagram,Display,462299,11576,481,3795.06,46621.42,2.5,4.16,0.33,7.89,12.28
2024-04-27,Email_Newsletter,Facebook,Search,797620,51240,2045,4928.93,160695.83,6.42,3.99,0.1,2.41,32.6
2024-04-27,Black_Friday_2024,Google Ads,Display,189507,3366,41,4483.97,15361.48,1.78,1.23,1.33,109.37,3.43
2024-04-27,Email_Newsletter,Facebook,Shopping,40077,659,15,445.77,3984.4,1.65,2.35,0.68,29.72,8.94
2024-04-28,Product_Launch_Q1,Instagram,Shopping,212616,3116,58,1449.41,11090.98,1.47,1.89,0.47,24.99,7.65
2024-04-28,Product_Launch_Q1,Google Ads,Native,152360,1941,93,4233.67,35200.19,1.27,4.83,2.18,45.52,8.31
2024-04-28,Brand_Awareness,Instagram,Search,347619,23229,914,4335.89,375091.1,6.68,3.94,0.19,4.74,86.51
2024-04-28,Product_Launch_Q1,Email,Search,685675,41150,820,2486.26,261734.48,6.0,1.99,0.06,3.03,105.27
2024-04-28,Email_Newsletter,Email,Video,108894,4803,71,2093.29,20975.27,4.41,1.5,0.44,29.48,10.02
2024-04-29,Retargeting_Campaign,Google Ads,Search,161668,10490,362,3520.78,102706.84,6.49,3.45,0.34,9.73,29.17
2024-04-29,Retargeting_Campaign,Twitter,Video,18009,827,27,319.07,4604.79,4.6,3.38,0.39,11.82,14.43
2024-04-29,Summer_Sale_2024,Instagram,Native,195065,5212,60,1094.55,8764.25,2.67,1.17,0.21,18.24,8.01
2024-04-30,Black_Friday_2024,LinkedIn,Shopping,108315,2664,82,3177.45,9058.27,2.46,3.11,1.19,38.75,2.85
2024-04-30,Email_Newsletter,Twitter,Search,527930,31102,1534,4129.47,197104.84,5.89,4.93,0.13,2.69,47.73
2024-04-30,Google_Search,Twitter,Display,15939,266,10,222.12,1041.14,1.67,3.9,0.84,22.21,4.69
2024-05-01,Social_Media_Ads,Instagram,Shopping,220952,3154,114,3237.44,52208.06,1.43,3.62,1.03,28.4,16.13
2024-05-01,Email_Newsletter,Google Ads,Shopping,70810,752,18,1652.54,2989.59,1.06,2.44,2.2,91.81,1.81
2024-05-01,Retargeting_Campaign,Twitter,Native,301502,7936,171,3682.12,28825.77,2.63,2.16,0.46,21.53,7.83
2024-05-01,Brand_Awareness,LinkedIn,Native,172186,2460,82,4754.13,23843.35,1.43,3.35,1.93,57.98,5.02
2024-05-01,Brand_Awareness,Twitter,Native,251704,6906,130,4636.0,49186.07,2.74,1.89,0.67,35.66,10.61
2024-05-01,Email_Newsletter,Google Ads,Video,326281,7908,345,4662.8,128549.9,2.42,4.37,0.59,13.52,27.57
2024-05-02,Social_Media_Ads,Facebook,Display,50906,1383,23,573.69,2026.85,2.72,1.68,0.41,24.94,3.53
2024-05-02,Holiday_Campaign,Instagram,Video,19068,797,14,255.91,6477.84,4.18,1.81,0.32,18.28,25.31
2024-05-02,Product_Launch_Q1,Instagram,Video,225306,6948,323,2199.31,111881.18,3.08,4.65,0.32,6.81,50.87
2024-05-02,Holiday_Campaign,Facebook,Shopping,14926,382,11,183.97,2123.47,2.56,2.98,0.48,16.72,11.54
2024-05-02,Social_Media_Ads,LinkedIn,Display,34211,678,19,673.44,7604.15,1.98,2.82,0.99,35.44,11.29
2024-05-02,Product_Launch_Q1,Instagram,Video,375240,10217,380,3383.05,52802.92,2.72,3.73,0.33,8.9,15.61
2024-05-02,Summer_Sale_2024,TikTok,Shopping,359543,8608,194,4992.87,56555.51,2.39,2.26,0.58,25.74,11.33
2024-05-03,Retargeting_Campaign,LinkedIn,Video,220917,8105,291,4583.07,114355.35,3.67,3.59,0.57,15.75,24.95
2024-05-03,Holiday_Campaign,Instagram,Search,280987,19958,236,4030.9,24282.18,7.1,1.19,0.2,17.08,6.02
2024-05-03,Brand_Awareness,Email,Native,14284,385,10,235.71,2096.85,2.7,2.66,0.61,23.57,8.9
2024-05-03,Brand_Awareness,LinkedIn,Native,146940,3722,64,4073.15,13928.62,2.53,1.73,1.09,63.64,3.42
2024-05-03,Social_Media_Ads,Facebook,Shopping,366190,8892,150,4133.57,32654.94,2.43,1.7,0.46,27.56,7.9
2024-05-03,Google_Search,Instagram,Video,378703,9762,235,4920.17,34686.99,2.58,2.41,0.5,20.94,7.05
2024-05-04,Google_Search,Twitter,Search,452363,24065,249,2451.63,39277.13,5.32,1.04,0.1,9.85,16.02
2024-05-04,Social_Media_Ads,Instagram,Native,280461,3595,177,3178.99,14487.27,1.28,4.95,0.88,17.96,4.56
2024-05-04,Holiday_Campaign,Email,Native,259794,6097,209,4561.77,104182.11,2.35,3.44,0.75,21.83,22.84
2024-05-05,Google_Search,Email,Video,1466878,72961,834,4537.57,86940.73,4.97,1.14,0.06,5.44,19.16
2024-05-05,Brand_Awareness,LinkedIn,Search,110448,3891,50,2249.74,3216.83,3.52,1.29,0.58,44.99,1.43
2024-05-05,Brand_Awareness,Twitter,Display,860663,14495,355,4965.88,133700.38,1.68,2.45,0.34,13.99,26.92
2024-05-05,Brand_Awareness,Google Ads,Shopping,215180,3417,49,4502.45,17175.49,1.59,1.44,1.32,91.89,3.81
2024-05-05,Google_Search,Google Ads,Display,191626,5207,170,4235.42,67538.29,2.72,3.27,0.81,24.91,15.95
2024-05-06,Social_Media_Ads,Instagram,Display,357170,7140,82,2911.46,19853.83,2.0,1.16,0.41,35.51,6.82
2024-05-06,Brand_Awareness,LinkedIn,Video,252595,6508,202,4333.48,83816.67,2.58,3.12,0.67,21.45,19.34
2024-05-06,Holiday_Campaign,Google Ads,Video,257191,10819,158,4249.47,12322.46,4.21,1.46,0.39,26.9,2.9
2024-05-07,Social_Media_Ads,Facebook,Video,178797,5213,120,1419.67,43638.5,2.92,2.31,0.27,11.83,30.74
2024-05-07,Brand_Awareness,Email,Search,113815,3744,180,1047.46,34701.92,3.29,4.81,0.28,5.82,33.13
2024-05-07,Google_Search,Instagram,Native,175683,4198,204,1218.24,27005.8,2.39,4.86,0.29,5.97,22.17
2024-05-07,Email_Newsletter,Instagram,Search,239612,11048,459,3290.92,185882.2,4.61,4.16,0.3,7.17,56.48
2024-05-07,Black_Friday_2024,Instagram,Display,70299,1089,44,1028.38,5413.66,1.55,4.11,0.94,23.37,5.26
2024-05-08,Google_Search,Email,Display,154343,2510,53,1483.69,14820.69,1.63,2.13,0.59,27.99,9.99
2024-05-08,Brand_Awareness,Email,Native,335219,9315,423,3399.14,158219.66,2.78,4.54,0.36,8.04,46.55
2024-05-08,Retargeting_Campaign,Google Ads,Shopping,214434,6312,304,4620.32,30231.95,2.94,4.82,0.73,15.2,6.54
2024-05-08,Black_Friday_2024,Facebook,Video,55812,2397,108,660.89,36990.46,4.3,4.54,0.28,6.12,55.97
2024-05-08,Summer_Sale_2024,Email,Search,276394,8929,440,1711.86,93125.89,3.23,4.94,0.19,3.89,54.4
2024-05-09,Social_Media_Ads,LinkedIn,Native,96772,1587,52,1998.41,4514.55,1.64,3.28,1.26,38.43,2.26
2024-05-09,Social_Media_Ads,TikTok,Display,134714,2420,85,1263.74,28299.98,1.8,3.52,0.52,14.87,22.39
2024-05-09,Black_Friday_2024,Twitter,Search,76785,6014,104,989.95,8431.97,7.83,1.74,0.16,9.52,8.52
2024-05-09,Retargeting_Campaign,Google Ads,Video,131688,5931,176,2123.31,28293.33,4.5,2.97,0.36,12.06,13.33
2024-05-09,Brand_Awareness,Twitter,Search,140054,5919,77,712.81,29894.77,4.23,1.31,0.12,9.26,41.94
2024-05-09,Product_Launch_Q1,Twitter,Search,25577,1073,48,500.58,10585.92,4.2,4.48,0.47,10.43,21.15
2024-05-09,Email_Newsletter,Facebook,Native,272223,6066,190,2325.24,29372.97,2.23,3.14,0.38,12.24,12.63
2024-05-10,Product_Launch_Q1,Email,Shopping,88786,2201,42,1463.1,8148.09,2.48,1.94,0.66,34.84,5.57
2024-05-10,Black_Friday_2024,Twitter,Search,225931,8603,203,2077.44,83498.14,3.81,2.36,0.24,10.23,40.19
2024-05-10,Brand_Awareness,Email,Display,414506,5617,65,2345.27,3658.2,1.36,1.17,0.42,36.08,1.56
2024-05-11,Retargeting_Campaign,Email,Native,261048,5436,92,1375.11,35312.19,2.08,1.71,0.25,14.95,25.68
2024-05-11,Summer_Sale_2024,TikTok,Video,79279,3088,55,1115.28,20979.5,3.9,1.78,0.36,20.28,18.81
2024-05-11,Google_Search,Google Ads,Display,128245,3720,45,3491.53,3504.2,2.9,1.22,0.94,77.59,1.0
2024-05-11,Summer_Sale_2024,LinkedIn,Search,156681,10320,356,3893.91,148000.96,6.59,3.45,0.38,10.94,38.01
2024-05-12,Black_Friday_2024,Google Ads,Display,52053,1131,29,1406.58,12198.1,2.17,2.58,1.24,48.5,8.67
2024-05-12,Holiday_Campaign,Email,Display,1038661,19062,243,3992.87,44280.93,1.84,1.28,0.21,16.43,11.09
2024-05-12,Black_Friday_2024,LinkedIn,Video,299646,11194,286,3802.44,108788.99,3.74,2.56,0.34,13.3,28.61
2024-05-12,Black_Friday_2024,Twitter,Native,765003,17325,391,4503.01,33957.72,2.26,2.26,0.26,11.52,7.54
2024-05-12,Product_Launch_Q1,Twitter,Native,41077,426,20,500.55,9698.28,1.04,4.76,1.18,25.03,19.38
2024-05-12,Product_Launch_Q1,Instagram,Native,227488,6392,213,1374.95,69130.47,2.81,3.35,0.22,6.46,50.28
2024-05-12,Email_Newsletter,TikTok,Native,343500,8748,394,4562.86,175009.59,2.55,4.51,0.52,11.58,38.36
2024-05-13,Holiday_Campaign,Google Ads,Search,320194,24136,532,4150.13,63159.44,7.54,2.2,0.17,7.8,15.22
2024-05-13,Google_Search,Google Ads,Shopping,265781,7621,142,4232.64,11550.63,2.87,1.88,0.56,29.81,2.73
2024-05-13,Product_Launch_Q1,Twitter,Display,283314,7685,283,4129.06,21147.73,2.71,3.69,0.54,14.59,5.12
2024-05-13,Social_Media_Ads,Email,Native,178452,2604,117,2192.9,17891.09,1.46,4.52,0.84,18.74,8.16
2024-05-13,Google_Search,Twitter,Video,284346,6847,329,4395.38,30058.25,2.41,4.81,0.64,13.36,6.84
2024-05-13,Email_Newsletter,LinkedIn,Native,33519,876,17,782.29,8341.25,2.61,1.95,0.89,46.02,10.66
2024-05-13,Holiday_Campaign,Twitter,Shopping,241781,6057,63,2003.08,11471.98,2.51,1.05,0.33,31.79,5.73
2024-05-14,Brand_Awareness,LinkedIn,Shopping,367034,4354,103,4162.94,25933.73,1.19,2.38,0.96,40.42,6.23
